CustomerID,Pais,ID_Cliente
17850.0,United Kingdom,1
13047.0,United Kingdom,2
12583.0,France,3
13748.0,United Kingdom,4
15100.0,United Kingdom,5
15291.0,United Kingdom,6
14688.0,United Kingdom,7
17809.0,United Kingdom,8
15311.0,United Kingdom,9
14527.0,United Kingdom,10
16098.0,United Kingdom,11
18074.0,United Kingdom,12
17420.0,United Kingdom,13
16029.0,United Kingdom,14
16250.0,United Kingdom,15
12431.0,Australia,16
17511.0,United Kingdom,17
17548.0,United Kingdom,18
13705.0,United Kingdom,19
13747.0,United Kingdom,20
13408.0,United Kingdom,21
13767.0,United Kingdom,22
17924.0,United Kingdom,23
13448.0,United Kingdom,24
15862.0,United Kingdom,25
15513.0,United Kingdom,26
12791.0,Netherlands,27
16218.0,United Kingdom,28
14045.0,United Kingdom,29
14307.0,United Kingdom,30
17908.0,United Kingdom,31
17920.0,United Kingdom,32
12838.0,United Kingdom,33
13255.0,United Kingdom,34
16583.0,United Kingdom,35
18085.0,United Kingdom,36
13758.0,United Kingdom,37
13694.0,United Kingdom,38
15983.0,United Kingdom,39
14849.0,United Kingdom,40
17968.0,United Kingdom,41
16210.0,United Kingdom,42
17897.0,United Kingdom,43
17377.0,United Kingdom,44
16552.0,United Kingdom,45
17181.0,United Kingdom,46
17951.0,United Kingdom,47
14729.0,United Kingdom,48
12748.0,United Kingdom,49
15012.0,United Kingdom,50
12868.0,United Kingdom,51
17572.0,United Kingdom,52
14078.0,United Kingdom,53
14001.0,United Kingdom,54
12662.0,Germany,55
15525.0,United Kingdom,56
14237.0,United Kingdom,57
17905.0,United Kingdom,58
15485.0,United Kingdom,59
12433.0,Norway,60
16955.0,United Kingdom,61
15350.0,United Kingdom,62
15605.0,United Kingdom,63
18144.0,United Kingdom,64
15922.0,United Kingdom,65
14594.0,United Kingdom,66
15165.0,United Kingdom,67
14911.0,EIRE,68
16456.0,United Kingdom,69
17841.0,United Kingdom,70
12472.0,Germany,71
17346.0,United Kingdom,72
17643.0,United Kingdom,73
17873.0,United Kingdom,74
13093.0,United Kingdom,75
12921.0,United Kingdom,76
13468.0,United Kingdom,77
17760.0,United Kingdom,78
16928.0,United Kingdom,79
16048.0,United Kingdom,80
16274.0,United Kingdom,81
14496.0,United Kingdom,82
14696.0,United Kingdom,83
16539.0,United Kingdom,84
17025.0,United Kingdom,85
13777.0,United Kingdom,86
17690.0,United Kingdom,87
12947.0,United Kingdom,88
17460.0,United Kingdom,89
18229.0,United Kingdom,90
14142.0,United Kingdom,91
17069.0,United Kingdom,92
13065.0,United Kingdom,93
14606.0,United Kingdom,94
16835.0,United Kingdom,95
15235.0,United Kingdom,96
13576.0,United Kingdom,97
18011.0,United Kingdom,98
13090.0,United Kingdom,99
15694.0,United Kingdom,100
14741.0,United Kingdom,101
13715.0,United Kingdom,102
14092.0,United Kingdom,103
17732.0,United Kingdom,104
12855.0,United Kingdom,105
15752.0,United Kingdom,106
17855.0,United Kingdom,107
14047.0,United Kingdom,108
17925.0,United Kingdom,109
13941.0,United Kingdom,110
17017.0,United Kingdom,111
14135.0,United Kingdom,112
13108.0,United Kingdom,113
12471.0,Germany,114
15601.0,United Kingdom,115
13418.0,United Kingdom,116
14766.0,United Kingdom,117
15658.0,United Kingdom,118
14388.0,United Kingdom,119
14901.0,United Kingdom,120
18041.0,United Kingdom,121
15955.0,United Kingdom,122
15070.0,United Kingdom,123
16244.0,United Kingdom,124
15111.0,United Kingdom,125
14390.0,United Kingdom,126
16546.0,United Kingdom,127
15260.0,United Kingdom,128
13305.0,United Kingdom,129
14491.0,United Kingdom,130
14060.0,United Kingdom,131
15923.0,United Kingdom,132
16752.0,United Kingdom,133
17287.0,United Kingdom,134
15363.0,United Kingdom,135
12915.0,United Kingdom,136
15544.0,United Kingdom,137
15738.0,United Kingdom,138
16042.0,United Kingdom,139
17381.0,United Kingdom,140
15827.0,United Kingdom,141
14180.0,United Kingdom,142
13117.0,United Kingdom,143
16916.0,United Kingdom,144
17964.0,United Kingdom,145
14466.0,United Kingdom,146
17235.0,United Kingdom,147
16510.0,United Kingdom,148
17802.0,United Kingdom,149
15107.0,United Kingdom,150
17976.0,United Kingdom,151
14449.0,United Kingdom,152
15838.0,United Kingdom,153
16781.0,United Kingdom,154
17547.0,United Kingdom,155
13491.0,United Kingdom,156
16186.0,United Kingdom,157
17685.0,United Kingdom,158
17581.0,United Kingdom,159
15732.0,United Kingdom,160
13138.0,United Kingdom,161
15823.0,United Kingdom,162
17567.0,United Kingdom,163
15061.0,United Kingdom,164
16203.0,United Kingdom,165
15640.0,United Kingdom,166
15574.0,United Kingdom,167
16770.0,United Kingdom,168
17838.0,United Kingdom,169
17228.0,United Kingdom,170
14829.0,United Kingdom,171
17412.0,United Kingdom,172
14031.0,United Kingdom,173
14775.0,United Kingdom,174
12971.0,United Kingdom,175
15834.0,United Kingdom,176
17659.0,United Kingdom,177
15299.0,United Kingdom,178
15646.0,United Kingdom,179
13958.0,United Kingdom,180
14443.0,United Kingdom,181
14156.0,EIRE,182
16995.0,United Kingdom,183
13402.0,United Kingdom,184
18168.0,United Kingdom,185
17757.0,United Kingdom,186
14625.0,United Kingdom,187
13011.0,United Kingdom,188
13798.0,United Kingdom,189
15384.0,United Kingdom,190
14264.0,United Kingdom,191
13295.0,United Kingdom,192
16754.0,United Kingdom,193
16634.0,United Kingdom,194
18239.0,United Kingdom,195
14576.0,United Kingdom,196
13145.0,United Kingdom,197
14395.0,United Kingdom,198
14865.0,United Kingdom,199
15093.0,United Kingdom,200
12738.0,Germany,201
16150.0,United Kingdom,202
17552.0,United Kingdom,203
14236.0,United Kingdom,204
17961.0,United Kingdom,205
14573.0,United Kingdom,206
17135.0,United Kingdom,207
17396.0,United Kingdom,208
14213.0,United Kingdom,209
12967.0,United Kingdom,210
12686.0,France,211
14679.0,United Kingdom,212
15240.0,United Kingdom,213
18225.0,United Kingdom,214
13370.0,United Kingdom,215
16883.0,United Kingdom,216
13520.0,Switzerland,217
12841.0,United Kingdom,218
16905.0,United Kingdom,219
12427.0,Germany,220
17967.0,United Kingdom,221
16891.0,United Kingdom,222
14589.0,United Kingdom,223
14680.0,United Kingdom,224
17884.0,United Kingdom,225
12557.0,Spain,226
14083.0,United Kingdom,227
13013.0,United Kingdom,228
14210.0,United Kingdom,229
16477.0,United Kingdom,230
12600.0,Germany,231
16013.0,United Kingdom,232
17949.0,United Kingdom,233
12779.0,Poland,234
16926.0,United Kingdom,235
17787.0,United Kingdom,236
12682.0,France,237
14723.0,United Kingdom,238
17954.0,United Kingdom,239
17819.0,United Kingdom,240
12712.0,Germany,241
15373.0,United Kingdom,242
16140.0,United Kingdom,243
17198.0,United Kingdom,244
17238.0,United Kingdom,245
12793.0,Portugal,246
15769.0,United Kingdom,247
14396.0,United Kingdom,248
14898.0,United Kingdom,249
12725.0,Italy,250
16725.0,United Kingdom,251
12395.0,Belgium,252
16455.0,United Kingdom,253
13081.0,United Kingdom,254
15545.0,United Kingdom,255
17243.0,United Kingdom,256
15465.0,United Kingdom,257
15708.0,United Kingdom,258
13089.0,United Kingdom,259
16033.0,United Kingdom,260
13838.0,United Kingdom,261
15351.0,United Kingdom,262
18055.0,United Kingdom,263
15038.0,United Kingdom,264
18109.0,United Kingdom,265
13069.0,United Kingdom,266
16241.0,United Kingdom,267
14800.0,United Kingdom,268
16839.0,United Kingdom,269
16168.0,United Kingdom,270
16931.0,United Kingdom,271
16814.0,United Kingdom,272
13269.0,United Kingdom,273
14813.0,United Kingdom,274
12567.0,France,275
17062.0,United Kingdom,276
15332.0,Lithuania,277
14810.0,United Kingdom,278
16353.0,United Kingdom,279
18118.0,United Kingdom,280
13831.0,United Kingdom,281
13506.0,United Kingdom,282
17796.0,United Kingdom,283
15716.0,United Kingdom,284
18156.0,United Kingdom,285
15221.0,United Kingdom,286
16983.0,United Kingdom,287
17059.0,United Kingdom,288
16327.0,United Kingdom,289
17211.0,United Kingdom,290
17026.0,United Kingdom,291
15570.0,United Kingdom,292
15880.0,United Kingdom,293
16718.0,United Kingdom,294
15808.0,United Kingdom,295
17858.0,United Kingdom,296
16393.0,United Kingdom,297
14161.0,United Kingdom,298
17863.0,United Kingdom,299
16411.0,United Kingdom,300
16402.0,United Kingdom,301
15023.0,United Kingdom,302
17402.0,United Kingdom,303
15426.0,United Kingdom,304
12647.0,Germany,305
15894.0,United Kingdom,306
15867.0,United Kingdom,307
14506.0,United Kingdom,308
15555.0,United Kingdom,309
13034.0,United Kingdom,310
15889.0,United Kingdom,311
15953.0,United Kingdom,312
16143.0,United Kingdom,313
12720.0,Germany,314
16422.0,United Kingdom,315
12747.0,United Kingdom,316
15502.0,United Kingdom,317
12763.0,Japan,318
